fpl_id,opta_id,first_name,second_name,web_name,known_name,team_fpl_id,team_opta_id,team_name,team_short_name,element_type,position,status,news,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,now_cost,selected_by_percent
1,154561,David,Raya Martín,Raya,,1,3,Arsenal,ARS,1,GK,a,,130,2880,0,0,15,24,0,0,0,1,0,51,6,523,460.2,33.4,0.0,49.4,60,33.7
2,109745,Kepa,Arrizabalaga Revuelta,Arrizabalaga,,1,3,Arsenal,ARS,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.4
3,463748,Karl,Hein,Hein,,1,3,Arsenal,ARS,1,GK,u,Has joined Werder Bremen on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.2
4,551221,Tommy,Setford,Setford,,1,3,Arsenal,ARS,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,0.2
5,226597,Gabriel,dos Santos Magalhães,Gabriel,Gabriel Magalhães,1,3,Arsenal,ARS,2,DEF,a,,177,2255,3,5,14,17,0,0,0,3,0,0,25,605,702.8,109.0,220.0,103.0,72,42.8
6,462424,William,Saliba,Saliba,,1,3,Arsenal,ARS,2,DEF,a,,108,2164,1,0,11,18,0,0,0,1,0,0,9,460,450.2,167.2,76.0,69.3,61,13.8
7,466075,Riccardo,Calafiori,Calafiori,,1,3,Arsenal,ARS,2,DEF,d,Knock - 75% chance of playing,93,1446,1,2,11,8,0,0,0,5,0,0,4,339,244.4,127.9,249.0,62.2,56,6.1
8,445122,Jurriën,Timber,J.Timber,,1,3,Arsenal,ARS,2,DEF,d,Ankle injury - 75% chance of playing,149,2452,3,6,13,20,0,0,0,5,0,0,9,532,499.0,402.6,352.0,125.7,62,24.1
9,440854,Jakub,Kiwior,Kiwior,,1,3,Arsenal,ARS,2,DEF,u,has joined Porto on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,0.0
10,499169,Myles,Lewis-Skelly,Lewis-Skelly,,1,3,Arsenal,ARS,2,DEF,a,,13,401,0,0,0,7,0,0,0,3,0,0,0,41,45.2,47.8,25.0,11.7,50,1.4
11,198869,Benjamin,White,White,,1,3,Arsenal,ARS,2,DEF,a,,31,484,0,1,3,6,0,0,0,0,0,0,3,125,131.6,105.0,48.0,28.5,51,0.5
13,563324,Brayden,Clarke,Clarke,,1,3,Arsenal,ARS,2,DEF,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,37,0.4
14,588793,Maldini,Kacurri,Kacurri,,1,3,Arsenal,ARS,2,DEF,u,has joined Morecambe on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,0.1
15,499167,Josh,Nichols,Nichols,,1,3,Arsenal,ARS,2,DEF,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,37,0.2
16,223340,Bukayo,Saka,Saka,,1,3,Arsenal,ARS,3,MID,d,Knock - 75% chance of playing,133,1995,6,8,10,16,0,0,0,1,0,0,14,497,538.8,725.9,762.0,202.9,98,7.6
17,184029,Martin,Ødegaard,Ødegaard,,1,3,Arsenal,ARS,3,MID,d,Knock - 75% chance of playing,62,1070,1,6,4,11,0,0,0,0,0,0,5,252,259.6,434.7,144.0,83.7,78,1.5
18,248857,Noni,Madueke,Madueke,,1,3,Arsenal,ARS,3,MID,a,,55,942,2,1,6,8,0,0,0,0,0,0,6,190,195.8,272.2,316.0,78.3,68,0.9
19,444145,Gabriel,Martinelli Silva,Martinelli,Gabriel Martinelli,1,3,Arsenal,ARS,3,MID,a,,48,892,1,4,2,6,0,0,0,2,0,0,1,162,168.4,154.1,333.0,64.9,68,0.9
20,116216,Leandro,Trossard,Trossard,,1,3,Arsenal,ARS,3,MID,a,,100,1711,5,5,8,15,0,0,0,1,0,0,9,355,415.4,464.0,438.0,132.0,65,0.8
21,204480,Declan,Rice,Rice,,1,3,Arsenal,ARS,3,MID,a,,167,2670,4,9,14,23,0,0,0,2,0,0,23,721,756.6,950.7,286.0,199.5,73,25.2
22,195384,Mikel,Merino Zazón,Merino,,1,3,Arsenal,ARS,3,MID,i,Foot injury - Unknown return date,66,996,4,3,4,9,0,0,0,1,0,0,5,238,304.4,187.0,237.0,72.6,54,0.8
23,438098,Fábio,Ferreira Vieira,Fábio Vieira,,1,3,Arsenal,ARS,3,MID,u,has joined Hamburger on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,0.0
24,128295,Christian,Nørgaard,Nørgaard,,1,3,Arsenal,ARS,3,MID,a,,6,56,0,0,0,1,0,0,0,0,0,0,0,19,15.8,0.4,7.0,2.4,51,0.1
25,499175,Ethan,Nwaneri,Nwaneri,,1,3,Arsenal,ARS,3,MID,u,has joined Marseille on loan for the rest of the season.,8,165,0,0,1,0,0,0,0,0,0,0,0,20,8.6,22.5,24.0,5.4,50,0.1
26,481655,Martín,Zubimendi Ibáñez,Zubimendi,,1,3,Arsenal,ARS,3,MID,a,,119,2672,5,1,15,22,0,0,0,4,0,0,9,544,550.2,340.8,262.0,115.5,50,3.4
28,588796,Ismeal,Kabia,Kabia,,1,3,Arsenal,ARS,3,MID,u,has joined Shrewsbury Town on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.1
29,437742,Albert,Sambi Lokonga,Sambi,,1,3,Arsenal,ARS,3,MID,u,has joined Hamburger permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
30,219847,Kai,Havertz,Havertz,,1,3,Arsenal,ARS,4,FWD,a,,13,314,0,1,3,1,0,0,0,0,0,0,0,52,38.2,48.9,63.0,15.1,73,0.5
31,205651,Gabriel,Fernando de Jesus,G.Jesus,Gabriel Jesus,1,3,Arsenal,ARS,4,FWD,a,,18,318,2,0,0,6,0,0,0,2,0,0,0,73,107.0,36.4,228.0,36.9,64,0.3
266,232413,Eberechi,Eze,Eze,,1,3,Arsenal,ARS,3,MID,a,,95,1530,6,3,8,11,0,0,0,1,0,0,8,366,345.2,255.2,373.0,97.2,72,7.7
662,500040,Cristhian,Mosquera,Mosquera,,1,3,Arsenal,ARS,2,DEF,a,,29,681,0,0,2,5,0,0,0,2,0,0,1,152,156.8,51.9,10.0,21.9,53,0.2
666,224117,Viktor,Gyökeres,Gyökeres,,1,3,Arsenal,ARS,4,FWD,a,,106,1978,12,0,10,13,0,0,0,5,0,0,13,388,440.0,214.4,658.0,130.4,88,11.8
700,616077,Max,Dowman,Dowman,,1,3,Arsenal,ARS,3,MID,a,,12,79,1,1,0,1,0,0,0,0,0,0,0,43,41.2,38.4,57.0,13.7,42,0.7
711,646243,Andre,Harriman-Annous,Harriman-Annous,,1,3,Arsenal,ARS,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,0.0
725,448104,Piero,Hincapié,Hincapie,,1,3,Arsenal,ARS,2,DEF,a,,74,1499,1,2,4,16,1,0,0,2,0,0,6,282,383.4,168.4,57.0,60.7,51,0.7
759,616065,Marli,Salmon,Salmon,,1,3,Arsenal,ARS,2,DEF,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.0
32,98980,Emiliano,Martínez Romero,Martinez,,2,7,Aston Villa,AVL,1,GK,d,Calf injury - 75% chance of playing,105,2385,0,0,7,29,0,1,0,2,0,76,10,453,611.2,13.2,0.0,62.4,51,4.8
33,72147,Marco,Bizot,M.Bizot,,2,7,Aston Villa,AVL,1,GK,a,,14,495,0,0,1,9,0,0,0,2,0,17,0,65,118.4,0.0,0.0,11.9,42,0.4
34,462492,Joe,Gauci,Gauci,,2,7,Aston Villa,AVL,1,GK,u,Has joined Port Vale on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.1
35,462381,Filip,Marschall,Marschall,,2,7,Aston Villa,AVL,1,GK,u,Has joined Stevenage permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.0
36,199796,Matty,Cash,Cash,,2,7,Aston Villa,AVL,2,DEF,a,,107,2532,3,2,8,28,0,0,0,8,0,0,6,408,552.2,425.9,210.0,118.8,47,8.3
37,101188,Lucas,Digne,Digne,,2,7,Aston Villa,AVL,2,DEF,a,,87,1626,0,5,7,18,0,0,0,3,0,0,5,348,344.6,408.4,125.0,87.6,45,1.6
38,199798,Ezri,Konsa Ngoyo,Konsa,,2,7,Aston Villa,AVL,2,DEF,a,,95,2675,0,1,9,36,0,0,0,0,1,0,3,461,542.8,104.0,120.0,77.2,44,8.0
39,441302,Ian,Maatsen,Maatsen,,2,7,Aston Villa,AVL,2,DEF,a,,41,1263,0,0,2,20,0,0,0,2,0,0,0,208,262.2,300.1,205.0,76.9,42,0.6
40,149484,Tyrone,Mings,Mings,,2,7,Aston Villa,AVL,2,DEF,d,Knock - 75% chance of playing,44,962,0,1,3,15,0,0,0,0,0,0,4,148,214.8,70.9,61.0,34.7,43,0.7
41,244954,Pau,Torres,Pau,,2,7,Aston Villa,AVL,2,DEF,a,,58,1476,0,1,5,16,1,0,0,0,0,0,2,261,282.4,42.1,55.0,38.2,43,0.3
42,606798,Andrés,García,A.García,,2,7,Aston Villa,AVL,2,DEF,a,,4,38,0,0,0,2,0,0,0,0,0,0,0,7,3.2,2.7,0.0,0.6,39,0.2
43,106468,Álex,Moreno Lopera,Alex Moreno,,2,7,Aston Villa,AVL,2,DEF,u,Has joined Girona permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,1.6
44,515597,Lamare,Bogarde,Bogarde,,2,7,Aston Villa,AVL,2,DEF,a,,34,797,0,0,2,13,0,0,0,5,0,0,4,107,109.0,54.0,14.0,17.6,40,0.5
45,514315,Lino,da Cruz Sousa,Sousa,,2,7,Aston Villa,AVL,2,DEF,u,has joined Rotherham on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,38,0.3
46,587178,Yasin,Özcan,Yasin,,2,7,Aston Villa,AVL,2,DEF,u,has joined Anderlecht on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.1
47,244850,Morgan,Rogers,Rogers,,2,7,Aston Villa,AVL,3,MID,a,,143,2830,8,7,9,38,0,0,0,6,0,0,13,506,627.2,611.3,776.0,201.4,74,22.6
48,166989,Youri,Tielemans,Tielemans,,2,7,Aston Villa,AVL,3,MID,a,,55,1408,0,4,4,18,0,0,0,0,0,0,3,318,349.0,443.3,152.0,94.5,59,0.6
49,215711,Leon,Bailey,Bailey,,2,7,Aston Villa,AVL,3,MID,a,,13,334,0,1,0,8,0,0,0,1,0,0,0,42,55.0,122.8,59.0,23.7,55,0.1
50,195546,Emiliano,Buendía Stati,Buendía,,2,7,Aston Villa,AVL,3,MID,a,,84,1465,5,2,3,19,0,0,0,6,0,0,8,295,347.4,332.9,314.0,98.1,53,0.4
51,469247,Samuel,Iling-Junior,Iling Jr,,2,7,Aston Villa,AVL,3,MID,u,has joined Pisa on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0.0
53,204646,Donyell,Malen,Malen,,2,7,Aston Villa,AVL,3,MID,u,has joined Roma on loan for the rest of the season.,55,640,4,2,1,10,0,0,0,0,0,0,3,161,183.4,99.7,290.0,56.3,51,0.4
54,122806,John,McGinn,McGinn,,2,7,Aston Villa,AVL,3,MID,a,,84,1807,4,2,8,23,0,0,0,4,0,0,6,349,356.2,440.5,231.0,102.6,53,0.6
55,88894,Ross,Barkley,Barkley,,2,7,Aston Villa,AVL,3,MID,a,,37,466,2,1,1,7,0,0,0,0,0,0,3,163,156.4,112.4,112.0,38.1,48,0.1
56,491287,Enzo,Barrenechea,Barrenechea,,2,7,Aston Villa,AVL,3,MID,u,Season-long loan to Benfica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0.0
57,461421,Lewis,Dobbin,Dobbin,,2,7,Aston Villa,AVL,3,MID,u,Has joined Preston North End on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0.0
58,226944,Boubacar,Kamara,Kamara,,2,7,Aston Villa,AVL,3,MID,i,Knee injury - Expected back 01 Jun,61,1410,1,3,5,15,0,0,0,5,0,0,7,282,325.0,241.3,75.0,64.2,49,0.2
59,449871,Amadou,Onana,Onana,,2,7,Aston Villa,AVL,3,MID,a,,74,1648,2,0,6,23,0,0,0,2,0,0,4,341,399.4,137.0,169.0,70.5,48,0.7
60,577731,Ben,Broggio,Broggio,,2,7,Aston Villa,AVL,3,MID,u,has joined Falkirk on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,0.2
61,151589,Leander,Dendoncker,Dendoncker,,2,7,Aston Villa,AVL,3,MID,u,Has joined Real Oviedo permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.1
62,559962,Jamaldeen,Jimoh-Aloba,Jimoh-Aloba,,2,7,Aston Villa,AVL,3,MID,u,has joined West Brom on loan for the rest of the season.,1,8,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,45,0.1
63,537403,Kadan,Young,Young,,2,7,Aston Villa,AVL,3,MID,u,has joined Reading on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,0.5
64,178301,Ollie,Watkins,Watkins,,2,7,Aston Villa,AVL,4,FWD,a,,111,2375,9,2,9,31,0,0,0,3,0,0,14,388,430.0,258.2,855.0,153.7,85,8.2
65,576756,Zépiqueno,Redmond,Redmond,,2,7,Aston Villa,AVL,4,FWD,u,has joined Huddersfield Town on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.3
389,444884,Harvey,Elliott,Elliott,,2,7,Aston Villa,AVL,3,MID,a,,5,110,0,0,0,2,0,0,0,0,0,0,0,17,11.8,31.7,31.0,7.4,51,0.2
456,209243,Jadon,Sancho,Sancho,,2,7,Aston Villa,AVL,3,MID,d,Shoulder injury - 50% chance of playing,32,752,0,2,2,5,0,0,0,0,0,0,0,127,124.8,282.9,191.0,60.1,58,0.2
688,481283,James,Wright,Wright,,2,7,Aston Villa,AVL,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,0.6
699,230046,Douglas Luiz,Soares de Paulo,Douglas Luiz,Douglas Luiz,2,7,Aston Villa,AVL,3,MID,a,,31,814,1,1,1,13,0,0,0,2,0,0,0,187,172.4,277.2,87.0,53.6,49,0.1
701,569577,Triston,Rowe,Rowe,,2,7,Aston Villa,AVL,2,DEF,u,has joined Annecy on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.1
702,645618,Bradley,Burrowes,Burrowes,,2,7,Aston Villa,AVL,3,MID,a,,1,16,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,43,0.1
703,564505,Sam,Proctor,Proctor,,2,7,Aston Villa,AVL,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,0.6
710,534836,Travis,Patterson,Patterson,,2,7,Aston Villa,AVL,2,DEF,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,0.2
719,184667,Victor,Lindelöf,Lindelöf,,2,7,Aston Villa,AVL,2,DEF,a,,24,662,0,1,1,10,0,0,0,0,0,0,0,99,129.4,28.9,22.0,18.1,45,0.1
754,577285,George,Hemmings,George Hemmings,,2,7,Aston Villa,AVL,3,MID,a,,2,25,0,0,0,0,0,0,0,0,0,0,0,5,0.0,1.7,2.0,0.3,45,0.0
757,516875,Ronnie,Hollingshead,Hollingshead,,2,7,Aston Villa,AVL,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.0
768,664015,Leon,Routh,Leon Routh,,2,7,Aston Villa,AVL,2,DEF,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.0
781,618027,TJ,Carroll,Carroll,,2,7,Aston Villa,AVL,2,DEF,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.0
792,653481,Alysson Edward Franco,da Rocha dos Santos,Alysson,Alysson Edward,2,7,Aston Villa,AVL,3,MID,a,,3,47,0,0,0,2,0,0,0,0,0,0,0,11,3.2,3.5,10.0,1.5,50,0.0
808,173879,Tammy,Abraham,Abraham,,2,7,Aston Villa,AVL,4,FWD,a,,16,199,1,0,0,4,0,0,0,0,0,0,2,57,52.0,47.9,99.0,19.8,59,0.2
183,518030,Max,Weiß,Weiss,,3,90,Burnley,BUR,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,0.1
184,489571,Etienne,Green,Green,,3,90,Burnley,BUR,1,GK,u,has joined FC Fredericia permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.2
185,51943,Václav,Hladký,Hladký,,3,90,Burnley,BUR,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,0.2
186,192290,Connor,Roberts,Roberts,,3,90,Burnley,BUR,2,DEF,i,Achilles injury - Unknown return date,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,0.0
187,58621,Kyle,Walker,Walker,,3,90,Burnley,BUR,2,DEF,a,,63,2555,0,2,4,54,0,0,0,8,0,0,3,203,432.0,186.5,22.0,64.3,44,1.1
188,247245,Hannes,Delcroix,Delcroix,,3,90,Burnley,BUR,2,DEF,u,has joined Lugano permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,38,0.2
189,461567,Owen,Dodgson,Dodgson,,3,90,Burnley,BUR,2,DEF,u,Has joined Stockport County on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.0
190,478969,Hjalmar,Ekdal,Ekdal,,3,90,Burnley,BUR,2,DEF,a,,45,1269,0,0,2,26,0,0,0,0,0,0,2,136,296.4,44.0,78.0,41.9,38,0.7
191,477717,Maxime,Estève,Estève,,3,90,Burnley,BUR,2,DEF,a,,71,2492,0,0,3,59,2,0,0,1,0,0,0,234,603.0,90.5,90.0,78.5,39,7.5
192,494960,Quilindschy,Hartman,Hartman,,3,90,Burnley,BUR,2,DEF,a,,55,1581,0,5,3,32,0,0,0,1,0,0,0,205,348.4,272.4,70.0,69.2,40,0.6
193,461188,Bashir,Humphreys,Humphreys,,3,90,Burnley,BUR,2,DEF,a,,42,1320,0,2,2,28,0,0,0,5,0,0,1,183,325.4,118.8,76.0,51.8,39,0.1
194,241231,Jordan,Beyer,Jordan,,3,90,Burnley,BUR,2,DEF,i,Hamstring injury - Unknown return date,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,0.1
195,549329,Lucas,Pires Silva,Lucas Pires,Lucas Pires,3,90,Burnley,BUR,2,DEF,a,,20,1110,0,0,1,26,0,0,0,0,1,0,0,97,183.2,231.8,62.0,47.5,38,0.3
196,450072,Shurandy,Sambo,Sambo,,3,90,Burnley,BUR,2,DEF,u,has joined Sparta Rotterdam on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.0
197,519895,Oliver,Sonne,Sonne,,3,90,Burnley,BUR,2,DEF,u,has joined Sparta Prague on loan for the rest of the season.,13,164,1,0,0,4,0,0,0,0,0,0,0,20,44.8,18.1,30.0,9.2,38,0.2
198,180804,Axel,Tuanzebe,Tuanzebe,,3,90,Burnley,BUR,2,DEF,a,,27,931,1,0,1,22,1,0,0,1,0,0,0,81,225.2,9.8,52.0,28.9,39,0.9
199,208912,Joe,Worrall,Worrall,,3,90,Burnley,BUR,2,DEF,a,,20,496,0,0,0,11,0,0,0,0,0,0,0,40,147.4,1.5,19.0,17.0,38,0.2
200,444180,Jaidon,Anthony,Anthony,,3,90,Burnley,BUR,3,MID,a,,107,2198,7,3,4,48,0,0,0,4,0,0,6,424,503.0,467.0,517.0,148.6,50,2.1
201,183751,Manuel,Benson Hedilazio,Benson,,3,90,Burnley,BUR,3,MID,u,has joined Maccabi Haifa permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,0.0
202,179458,Jacob,Bruun Larsen,Bruun Larsen,,3,90,Burnley,BUR,3,MID,a,,37,984,0,1,3,27,0,0,0,0,0,0,0,110,114.8,192.1,132.0,43.9,52,0.0
203,578614,Enock,Agyei,Boateng,,3,90,Burnley,BUR,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,0.0
204,250735,Darko,Churlinov,Churlinov,,3,90,Burnley,BUR,3,MID,u,has joined Kocaelispor  permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,0.0
205,172567,Josh,Cullen,Cullen,,3,90,Burnley,BUR,3,MID,i,Knee injury - Expected back 30 Sep,70,1513,2,2,3,29,1,0,0,2,0,0,8,321,342.0,218.1,98.0,66.0,49,0.8
206,174592,Marcus,Edwards,Edwards,,3,90,Burnley,BUR,3,MID,a,,47,977,1,3,1,17,0,0,0,0,0,0,2,170,167.6,253.2,216.0,63.5,47,0.1
207,465527,Hannibal,Mejbri,Hannibal,,3,90,Burnley,BUR,3,MID,i,Hamstring injury - Expected back 01 May,52,981,1,4,2,22,0,0,0,7,0,0,4,215,203.8,236.8,88.0,52.8,47,0.2
208,487702,Luca,Koleosho,Koleosho,,3,90,Burnley,BUR,3,MID,u,has joined Paris FC on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0.0
209,167887,Josh,Laurent,Laurent,,3,90,Burnley,BUR,3,MID,a,,50,1576,1,0,2,37,0,0,0,6,1,0,1,214,274.6,169.8,102.0,53.9,48,0.0
210,469272,Loum,Tchaouna,Tchaouna,,3,90,Burnley,BUR,3,MID,a,,39,846,1,1,2,15,0,0,0,1,0,0,0,133,102.4,109.8,118.0,33.2,48,0.0
211,447715,Aaron,Ramsey,A.Ramsey,,3,90,Burnley,BUR,3,MID,u,has joined Leicester City on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,1.4
212,576323,Oluwaseun,Adewumi,Adewumi,,3,90,Burnley,BUR,3,MID,u,Has joined Cercle Brugge on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
213,551206,Jaydon,Banel,Banel,,3,90,Burnley,BUR,3,MID,u,has joined Derby County on loan for the rest of the season.,1,9,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.5,0.0,0.0,45,0.0
214,437748,Mike,Trésor Ndayishimiye,Trésor,,3,90,Burnley,BUR,3,MID,a,,5,34,0,0,0,2,0,0,0,0,0,0,0,16,7.2,15.2,2.0,2.4,43,0.1
215,431639,Zian,Flemming,Flemming,,3,90,Burnley,BUR,4,FWD,a,,73,1272,8,0,3,24,0,0,0,3,0,0,7,274,352.4,130.2,443.0,91.7,53,0.4
216,492831,Zeki,Amdouni,Amdouni,,3,90,Burnley,BUR,4,FWD,d,Lack of match fitness - 25% chance of playing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,0.0
217,435973,Lyle,Foster,Foster,,3,90,Burnley,BUR,4,FWD,a,,55,1296,3,2,4,27,0,0,0,4,0,0,4,195,213.2,145.2,218.0,57.0,49,0.8
218,44699,Ashley,Barnes,Barnes,,3,90,Burnley,BUR,4,FWD,a,,5,35,0,0,0,3,0,0,0,1,0,0,0,10,0.2,0.6,9.0,1.0,42,1.3
219,220598,Michael,Obafemi,Obafemi,,3,90,Burnley,BUR,4,FWD,u,has joined Blackpool on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,0.1
470,67089,Martin,Dúbravka,Dúbravka,,3,90,Burnley,BUR,1,GK,a,,90,2880,0,0,4,63,0,0,0,1,0,114,7,400,876.8,0.0,0.0,87.9,40,29.6
614,101178,James,Ward-Prowse,Ward-Prowse,,3,90,Burnley,BUR,3,MID,a,,29,818,0,1,2,19,0,0,0,1,0,0,0,183,161.6,329.4,6.0,49.6,56,0.2
676,503714,Lesley,Ugochukwu,Ugochukwu,,3,90,Burnley,BUR,3,MID,a,,86,2033,3,2,3,45,0,0,0,1,1,0,5,319,369.0,149.3,194.0,71.0,50,0.1
680,440323,Armando,Broja,Broja,,3,90,Burnley,BUR,4,FWD,a,,40,815,1,1,1,26,0,0,0,0,0,0,2,109,97.4,63.0,205.0,36.2,52,0.2
722,216055,Florentino Ibrain,Morris Luís,Florentino,Florentino,3,90,Burnley,BUR,3,MID,a,,67,1732,0,2,2,38,0,0,0,5,0,0,0,292,343.4,190.2,45.0,58.0,50,0.0
776,647960,Oliver,Pimlott,Pimlott,,3,90,Burnley,BUR,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
784,704232,George,Brierley,Brierley,,3,90,Burnley,BUR,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
820,644593,Kian,McMahon-Brown,McMahon-Brown,,3,90,Burnley,BUR,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
66,69752,Norberto,Murara Neto,Neto,,4,91,Bournemouth,BOU,1,GK,u,Has joined Botafogo permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.1
67,457569,Đorđe,Petrović,Petrović,,4,91,Bournemouth,BOU,1,GK,a,,104,2880,0,0,9,49,1,0,0,2,0,96,5,427,717.2,0.0,0.0,71.9,46,5.5
68,444172,Will,Dennis,Dennis,,4,91,Bournemouth,BOU,1,GK,u,has joined Leyton Orient on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.7
69,568791,Callan,McKenna,McKenna,,4,91,Bournemouth,BOU,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,0.2
70,495145,Alex,Paulsen,Paulsen,,4,91,Bournemouth,BOU,1,GK,u,Has joined Lechia Gdansk on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.1
71,477580,Illia,Zabarnyi,Zabarnyi,,4,91,Bournemouth,BOU,2,DEF,u,Has joined Paris Saint-Germain permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0.0
